"# repeats per cell: 2000 for |T|=11, 300 for |T|=13, 100 for |T|=15; every question answered `No' independently with probability p"
strategy,strategy_code,|T|,p,1-p,minedKeys_min,minedKeys_max,minedKeys_avg,minedKeySize_min,minedKeySize_max,minedKeySize_avg,minKeys_min,minKeys_max,minKeys_avg,minKeySize_min,minKeySize_max,minKeySize_avg,keyQuestions_min,keyQuestions_max,keyQuestions_avg,questions_min,questions_max,questions_avg,keyRatio_min,keyRatio_max,keyRatio_avg,rounds_min,rounds_max,rounds_avg,ms_min,ms_max,ms_avg
DA-BB,dualize bottomup bfs,11,0.2,0.8,0,46,9.2235,0,251,43.4175,0,33,5.983,0,158,22.5935,0,46,9.2235,1,200,46.0235,0.0,1.0,0.3411,1,10,4.715,0,11,0.504
DA-BB,dualize bottomup bfs,11,0.3,0.7,0,61,12.1375,0,298,48.8895,0,40,7.7685,0,164,24.1855,0,61,12.1375,1,183,40.405,0.0,1.0,0.5065,1,9,4.043,0,6,0.3625
DA-BB,dualize bottomup bfs,11,0.4,0.6,0,50,12.3185,0,217,42.283,0,35,7.924,0,127,20.3885,0,50,12.3185,1,148,30.904,0.0,1.0,0.6353,1,7,3.332,0,4,0.233
DA-BB,dualize bottomup bfs,11,0.5,0.5,1,57,10.0465,0,217,28.665,1,39,6.5595,0,131,13.4865,1,57,10.0465,1,129,20.1085,0.15384615384615385,1.0,0.7529,1,7,2.586,0,4,0.115
DA-BB,dualize bottomup bfs,11,0.6,0.4,1,55,8.0095,0,172,18.943,1,35,5.31,0,91,8.705,1,55,8.0095,1,93,13.414,0.23076923076923078,1.0,0.8381,1,6,2.055,0,2,0.057
DA-BB,dualize bottomup bfs,11,0.7,0.30000000000000004,1,41,5.624,0,108,10.4965,1,24,3.8895,0,56,4.7835,1,41,5.624,1,61,7.998,0.2857142857142857,1.0,0.9088,1,5,1.627,0,2,0.029
DA-BB,dualize bottomup bfs,11,0.8,0.20000000000000007,1,39,3.829,0,103,5.2145,1,22,2.868,0,43,2.5745,1,39,3.829,1,57,4.749,0.5555555555555556,1.0,0.9564,1,4,1.333,0,2,0.012
DA-BB,dualize bottomup bfs,11,0.9,0.10000000000000009,1,20,2.151,0,47,1.6985,1,13,1.8365,0,20,0.9845,1,20,2.151,1,26,2.377,0.6956521739130435,1.0,0.9866,1,3,1.12,0,1,0.0035
DA-BB,dualize bottomup bfs,11,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,1,5.0E-4
DA-BB,dualize bottomup bfs,13,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,14,14,14.0,0.0,0.0,0.0,2,2,2.0,0,1,0.01
DA-BB,dualize bottomup bfs,13,0.1,0.9,0,29,6.2933,0,197,40.1567,0,21,4.03,0,127,21.2433,0,29,6.2933,1,266,61.99,0.0,1.0,0.1827,1,12,5.3967,0,22,1.03
DA-BB,dualize bottomup bfs,13,0.2,0.8,0,69,17.4567,0,409,94.26,0,48,11.3667,0,257,50.92,0,69,17.4567,1,315,85.8833,0.0,1.0,0.3559,1,11,5.65,0,57,3.3933
DA-BB,dualize bottomup bfs,13,0.3,0.7,0,103,22.33,0,563,104.9367,0,77,14.5133,0,382,54.8367,0,103,22.33,1,334,74.9033,0.0,1.0,0.5029,1,9,4.7333,0,69,2.5567
DA-BB,dualize bottomup bfs,13,0.4,0.6,1,95,19.0933,0,439,74.1933,1,64,12.3467,0,270,36.86,1,95,19.0933,1,255,47.98,0.13333333333333333,1.0,0.6562,1,8,3.6,0,20,1.1033
DA-BB,dualize bottomup bfs,13,0.5,0.5,1,82,15.5167,0,347,49.53,1,58,10.0467,0,207,23.6267,1,82,15.5167,1,179,31.0967,0.13333333333333333,1.0,0.7416,1,7,2.93,0,10,0.4333
DA-BB,dualize bottomup bfs,13,0.6,0.4,1,71,11.2033,0,255,29.1067,1,46,7.2533,0,138,13.08,1,71,11.2033,1,131,18.3833,0.34146341463414637,1.0,0.8418,1,6,2.1967,0,3,0.1333
DA-BB,dualize bottomup bfs,13,0.7,0.30000000000000004,1,44,7.62,0,110,15.8467,1,28,5.02,0,53,6.7267,1,44,7.62,1,66,10.79,0.5217391304347826,1.0,0.9059,1,5,1.7033,0,2,0.04
DA-BB,dualize bottomup bfs,13,0.8,0.20000000000000007,1,31,5.3633,0,85,8.8267,1,22,3.85,0,40,4.15,1,31,5.3633,1,47,6.8233,0.4878048780487805,1.0,0.9474,1,4,1.4367,0,1,0.0333
DA-BB,dualize bottomup bfs,13,0.9,0.10000000000000009,1,23,2.8867,0,51,2.7,1,14,2.37,0,20,1.5733,1,23,2.8867,1,30,3.1733,0.6666666666666666,1.0,0.986,1,3,1.1567,0,1,0.01
DA-BB,dualize bottomup bfs,13,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,0,0.0
DA-BB,dualize bottomup bfs,15,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,16,16,16.0,0.0,0.0,0.0,2,2,2.0,0,2,0.02
DA-BB,dualize bottomup bfs,15,0.1,0.9,0,47,13.0,0,394,97.52,0,34,8.54,0,268,55.54,0,47,13.0,1,462,128.05,0.0,1.0,0.1656,1,13,6.96,0,116,9.21
DA-BB,dualize bottomup bfs,15,0.2,0.8,0,113,34.75,0,693,219.41,0,82,22.92,0,457,122.91,0,113,34.75,1,558,174.73,0.0,1.0,0.3344,1,11,6.75,0,247,18.64
DA-BB,dualize bottomup bfs,15,0.3,0.7,1,149,41.49,0,849,210.28,1,100,27.45,0,488,115.35,1,149,41.49,1,504,136.61,0.11764705882352941,1.0,0.5152,1,10,5.17,0,149,11.79
DA-BB,dualize bottomup bfs,15,0.4,0.6,1,156,34.45,0,786,147.24,1,107,22.56,0,448,77.66,1,156,34.45,1,363,87.42,0.3017241379310345,1.0,0.6373,1,8,4.22,0,47,4.66
DA-BB,dualize bottomup bfs,15,0.5,0.5,1,108,24.15,0,452,87.61,1,67,15.76,0,213,43.2,1,108,24.15,1,204,49.42,0.2777777777777778,1.0,0.734,1,7,3.18,0,21,1.41
DA-BB,dualize bottomup bfs,15,0.6,0.4,1,86,18.1,0,315,54.0,1,57,11.25,0,175,23.98,1,86,18.1,1,154,30.73,0.4864864864864865,1.0,0.8121,1,6,2.64,0,6,0.43
DA-BB,dualize bottomup bfs,15,0.7,0.30000000000000004,1,72,9.66,0,225,23.72,1,44,6.13,0,106,9.57,1,72,9.66,1,123,14.24,0.55,1.0,0.904,1,5,1.85,0,2,0.12
DA-BB,dualize bottomup bfs,15,0.8,0.20000000000000007,1,34,5.5,0,88,9.93,1,19,3.63,0,34,3.76,1,34,5.5,1,45,6.86,0.6444444444444445,1.0,0.9593,1,4,1.4,0,1,0.01
DA-BB,dualize bottomup bfs,15,0.9,0.10000000000000009,1,25,3.37,0,57,4.04,1,16,2.58,0,21,1.92,1,25,3.37,1,33,3.83,0.75,1.0,0.9829,1,4,1.2,0,1,0.01
DA-BB,dualize bottomup bfs,15,1.0,1.1102230246251565E-16,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1,1,1.0,0,0,0.0
